ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
002594.SZ,20250214,341.52,359.6,341.52,356.05,341.3,14.75,4.3217,243644.61,8574633.633
002594.SZ,20250217,356.05,358.8,344.5,348.5,356.05,-7.55,-2.1205,232015.09,8111345.839
002594.SZ,20250218,351.4,363.48,348.84,356.22,348.5,7.72,2.2152,251797.38,8977762.526
002594.SZ,20250219,353.52,360.0,353.0,358.5,356.22,2.28,0.6401,161917.82,5784129.67
002594.SZ,20250220,363.48,367.66,358.2,362.78,358.5,4.28,1.1939,156937.17,5695876.655
002594.SZ,20250221,366.0,386.5,365.23,383.0,362.78,20.22,5.5736,239292.45,9089497.618
002594.SZ,20250224,385.0,388.66,373.48,376.28,383.0,-6.72,-1.7546,199407.47,7586289.374
002594.SZ,20250225,370.0,380.0,368.81,372.49,376.28,-3.79,-1.0072,161102.52,6008878.409
002594.SZ,20250226,372.49,375.8,365.0,372.1,372.49,-0.39,-0.1047,138528.96,5125594.765
002594.SZ,20250227,382.0,383.99,371.01,375.5,372.1,3.4,0.9137,168446.14,6350435.99
002594.SZ,20250228,371.1,374.77,359.01,361.82,375.5,-13.68,-3.6431,239304.29,8762214.822
002594.SZ,20250303,369.0,370.0,357.79,360.21,361.82,-1.61,-0.445,152078.22,5524500.397
002594.SZ,20250304,340.03,348.0,338.03,344.84,360.21,-15.37,-4.267,263453.3,9062924.96
002594.SZ,20250305,347.0,355.19,347.0,353.96,344.84,9.12,2.6447,139068.86,4885879.812
002594.SZ,20250306,360.18,362.17,357.0,358.93,353.96,4.97,1.4041,114600.99,4120637.645
002594.SZ,20250307,358.9,361.0,355.24,356.4,358.93,-2.53,-0.7049,87584.13,3131517.605
002594.SZ,20250310,355.9,357.39,349.0,351.0,356.4,-5.4,-1.5152,99176.6,3484351.089
002594.SZ,20250311,345.0,351.77,344.88,350.38,351.0,-0.62,-0.1766,95369.97,3314689.326
002594.SZ,20250312,354.45,359.88,351.0,351.0,350.38,0.62,0.177,129510.56,4593312.533
002594.SZ,20250313,351.87,357.36,351.13,354.5,351.0,3.5,0.9972,102210.85,3624758.941
002594.SZ,20250314,357.0,377.18,355.62,375.94,354.5,21.44,6.048,224697.18,8292987.454
002594.SZ,20250317,382.32,383.0,375.96,380.25,375.94,4.31,1.1465,133068.87,5060211.613
002594.SZ,20250318,388.55,390.0,380.01,384.57,380.25,4.32,1.1361,173338.78,6672881.109
002594.SZ,20250319,384.53,399.0,382.54,397.07,384.57,12.5,3.2504,188351.5,7404859.765
002594.SZ,20250320,400.0,403.4,395.99,399.99,397.07,2.92,0.7354,159412.84,6372989.565
002594.SZ,20250321,393.01,393.31,370.0,372.0,399.99,-27.99,-6.9977,282106.76,10685254.371
002594.SZ,20250324,377.0,378.5,367.86,375.36,372.0,3.36,0.9032,147894.05,5522974.12
002594.SZ,20250325,377.98,379.6,368.98,369.59,375.36,-5.77,-1.5372,123085.36,4595791.802
002594.SZ,20250326,369.59,379.0,368.0,376.01,369.59,6.42,1.7371,120204.84,4503762.855
002594.SZ,20250327,376.1,391.28,376.09,386.5,376.01,10.49,2.7898,144394.37,5554865.371
002594.SZ,20250328,386.5,390.8,381.5,382.5,386.5,-4.0,-1.0349,114939.82,4428715.749
002594.SZ,20250331,380.0,383.28,374.0,374.9,382.5,-7.6,-1.9869,115783.91,4370400.299
002594.SZ,20250401,377.77,377.87,364.36,365.5,374.9,-9.4,-2.5073,154071.99,5663384.88
002594.SZ,20250402,365.0,365.67,358.88,360.5,365.5,-5.0,-1.368,117100.41,4226638.863
002594.SZ,20250403,355.5,361.53,354.26,357.51,360.5,-2.99,-0.8294,101023.22,3618676.87
002594.SZ,20250407,333.34,337.7,321.76,321.76,357.51,-35.75,-9.9997,273498.4,8911483.834
002594.SZ,20250408,321.76,335.88,318.0,327.51,321.76,5.75,1.787,274643.51,8924529.993
002594.SZ,20250409,319.8,328.0,313.66,324.6,327.51,-2.91,-0.8885,211938.56,6822376.377
002594.SZ,20250410,334.5,347.06,334.0,336.4,324.6,11.8,3.6352,210895.78,7165511.481
002594.SZ,20250411,337.0,357.55,336.4,354.98,336.4,18.58,5.5232,189944.93,6621821.827
002594.SZ,20250414,363.2,363.7,355.6,359.0,354.98,4.02,1.1325,142069.17,5115484.103
002594.SZ,20250415,364.6,365.0,357.33,359.97,359.0,0.97,0.2702,116515.57,4195947.009
002594.SZ,20250416,356.62,357.0,348.1,352.15,359.97,-7.82,-2.1724,131827.93,4618462.218
002594.SZ,20250417,349.94,353.45,346.67,349.68,352.15,-2.47,-0.7014,85288.64,2985985.219
002594.SZ,20250418,347.9,347.9,344.0,346.0,349.68,-3.68,-1.0524,73860.13,2553879.767
002594.SZ,20250421,346.0,349.87,345.24,348.76,346.0,2.76,0.7977,74953.41,2609226.235
002594.SZ,20250422,348.76,356.93,346.78,354.84,348.76,6.08,1.7433,112122.06,3956085.869
002594.SZ,20250423,377.0,378.0,367.23,371.99,354.84,17.15,4.8332,247926.89,9216822.11
002594.SZ,20250424,372.48,374.6,363.35,366.0,371.99,-5.99,-1.6103,150892.11,5557113.199
002594.SZ,20250425,370.0,375.3,368.1,370.83,366.0,4.83,1.3197,133869.42,4975314.905
002594.SZ,20250428,367.13,367.13,356.56,360.0,370.83,-10.83,-2.9205,179783.2,6459136.36
002594.SZ,20250429,359.1,360.63,353.0,355.0,360.0,-5.0,-1.3889,118983.07,4237606.41
002594.SZ,20250430,354.9,354.93,349.3,353.09,355.0,-1.91,-0.538,130479.47,4599074.535
002594.SZ,20250506,360.0,362.3,355.92,359.96,353.09,6.87,1.9457,148293.53,5326196.143
002594.SZ,20250507,365.0,365.68,358.14,359.2,359.96,-0.76,-0.2111,108839.9,3937980.382
002594.SZ,20250508,356.52,361.98,355.7,359.28,359.2,0.08,0.0223,83381.69,2994908.337
002594.SZ,20250509,360.75,366.0,359.3,363.22,359.28,3.94,1.0966,143726.16,5218995.471
002594.SZ,20250512,365.0,370.28,360.58,370.28,363.22,7.06,1.9437,161370.17,5890708.994
002594.SZ,20250513,376.0,376.58,366.03,366.5,370.28,-3.78,-1.0208,131771.07,4874657.844
002594.SZ,20250514,366.5,373.1,363.36,373.1,366.5,6.6,1.8008,135693.07,5012059.707
002594.SZ,20250515,373.0,385.0,369.28,376.8,373.1,3.7,0.9917,208801.37,7894571.015
002594.SZ,20250516,375.03,390.99,373.58,389.17,376.8,12.37,3.2829,229327.94,8858484.484
002594.SZ,20250519,388.0,388.0,377.0,382.81,389.17,-6.36,-1.6342,161372.81,6159126.224
002594.SZ,20250520,383.5,394.8,381.5,394.8,382.81,11.99,3.1321,172099.91,6705400.029
002594.SZ,20250521,393.94,404.0,391.01,400.0,394.8,5.2,1.3171,199478.86,7967115.092
002594.SZ,20250522,399.98,405.56,398.0,398.8,400.0,-1.2,-0.3,146362.8,5868800.084
002594.SZ,20250523,399.0,416.98,398.13,405.0,398.8,6.2,1.5547,235574.18,9627525.188
002594.SZ,20250526,401.81,403.0,380.0,381.0,405.0,-24.0,-5.9259,309550.63,12014228.946
002594.SZ,20250527,375.88,381.0,368.88,372.41,381.0,-8.59,-2.2546,230275.44,8594833.865
002594.SZ,20250528,372.41,372.95,362.07,362.88,372.41,-9.53,-2.559,177753.88,6513230.209
002594.SZ,20250529,359.59,366.0,355.08,361.13,362.88,-1.75,-0.4823,192061.13,6942900.395
002594.SZ,20250530,357.02,358.8,351.3,352.3,361.13,-8.83,-2.4451,190559.91,6733498.591
002594.SZ,20250603,351.25,357.99,349.0,356.0,352.3,3.7,1.0502,181892.7,6453885.813
002594.SZ,20250604,359.5,364.32,358.15,360.52,356.0,4.52,1.2697,146904.1,5311224.037
002594.SZ,20250605,362.39,362.74,356.03,360.75,360.52,0.23,0.0638,108612.75,3908084.318
002594.SZ,20250606,361.0,362.38,357.5,359.96,360.75,-0.79,-0.219,89697.68,3228098.168
002594.SZ,20250609,356.12,356.41,345.11,348.14,359.96,-11.82,-3.2837,255091.34,8932441.523
002594.SZ,20250610,349.6,355.0,348.23,353.13,348.14,4.99,1.4333,171785.88,6042960.183
002594.SZ,20250611,354.01,365.98,354.01,361.99,353.13,8.86,2.509,203106.74,7326544.794
002594.SZ,20250612,359.89,359.89,353.01,353.24,361.99,-8.75,-2.4172,144046.96,5117764.844
002594.SZ,20250613,349.5,349.91,341.49,346.0,353.24,-7.24,-2.0496,210239.87,7256548.254
002594.SZ,20250616,345.99,347.04,340.8,344.43,346.0,-1.57,-0.4538,102284.05,3508947.839
002594.SZ,20250617,344.0,346.4,342.4,343.74,344.43,-0.69,-0.2003,70045.3,2408912.944
002594.SZ,20250618,342.82,349.2,341.97,346.95,343.74,3.21,0.9338,102896.97,3565398.002
002594.SZ,20250619,344.03,345.29,340.35,340.5,346.95,-6.45,-1.8591,100381.21,3437688.887
002594.SZ,20250620,340.03,342.97,339.8,340.25,340.5,-0.25,-0.0734,73538.16,2507526.43
002594.SZ,20250623,336.85,339.71,333.6,338.2,340.25,-2.05,-0.6025,94593.34,3185477.391
002594.SZ,20250624,341.23,346.2,341.23,343.38,338.2,5.18,1.5316,144712.59,4979495.319
002594.SZ,20250625,345.99,349.73,343.02,349.27,343.38,5.89,1.7153,125738.27,4352301.72
002594.SZ,20250626,344.31,344.31,336.83,337.44,349.27,-11.83,-3.3871,204932.14,6967640.374
002594.SZ,20250627,334.0,336.72,333.44,334.24,337.44,-3.2,-0.9483,138617.49,4633461.708
002594.SZ,20250630,334.24,334.24,328.59,331.91,334.24,-2.33,-0.6971,144003.44,4768270.278
002594.SZ,20250701,330.3,333.35,328.79,331.34,331.91,-0.57,-0.1717,88518.04,2931303.337
002594.SZ,20250702,332.0,333.86,328.93,330.66,331.34,-0.68,-0.2052,93270.11,3083342.65
002594.SZ,20250703,330.98,335.25,330.67,334.56,330.66,3.9,1.1795,123497.81,4123732.531
002594.SZ,20250704,332.55,334.99,329.77,331.0,334.56,-3.56,-1.0641,104103.55,3454495.463
002594.SZ,20250707,329.2,330.49,328.44,328.59,331.0,-2.41,-0.7281,88207.72,2901015.557
002594.SZ,20250708,327.0,329.78,325.72,326.88,328.59,-1.71,-0.5204,116918.14,3825413.668
002594.SZ,20250709,326.9,328.21,325.78,325.8,326.88,-1.08,-0.3304,121633.11,3969384.13
002594.SZ,20250710,325.81,326.09,318.85,321.23,325.8,-4.57,-1.4027,210022.06,6741345.468
002594.SZ,20250711,319.9,326.85,319.02,323.91,321.23,2.68,0.8343,168269.83,5456832.018
002594.SZ,20250714,323.91,323.91,317.56,318.49,323.91,-5.42,-1.6733,172309.14,5502331.854
002594.SZ,20250715,318.2,325.0,318.0,323.05,318.49,4.56,1.4318,162790.94,5252631.322
002594.SZ,20250716,323.06,325.91,323.06,323.72,323.05,0.67,0.2074,110758.35,3594544.238
002594.SZ,20250717,325.0,328.72,324.1,328.02,323.72,4.3,1.3283,156891.35,5138610.961
002594.SZ,20250718,329.13,329.5,325.25,329.11,328.02,1.09,0.3323,136866.49,4482466.755
002594.SZ,20250721,327.99,334.12,327.26,334.12,329.11,5.01,1.5223,153945.03,5102459.146
002594.SZ,20250722,335.0,342.01,333.21,341.69,334.12,7.57,2.2657,214164.17,7227731.007
002594.SZ,20250723,342.09,343.0,337.0,338.07,341.69,-3.62,-1.0594,158907.35,5395840.274
002594.SZ,20250724,338.08,346.54,337.63,342.72,338.07,4.65,1.3755,189063.27,6489370.096
002594.SZ,20250725,341.0,341.4,335.0,337.93,342.72,-4.79,-1.3976,157040.76,5307866.611
002594.SZ,20250728,337.93,339.1,335.53,337.0,337.93,-0.93,-0.2752,117056.7,3947000.994
002594.SZ,20250729,112.01,112.5,109.77,111.42,111.01,0.41,0.3693,387359.84,4322742.015
002594.SZ,20250730,108.05,111.16,107.12,108.7,111.42,-2.72,-2.4412,524834.27,5743878.668
002594.SZ,20250731,108.2,108.2,105.0,105.24,108.7,-3.46,-3.1831,599499.43,6344900.791
002594.SZ,20250801,104.95,106.24,104.36,105.8,105.24,0.56,0.5321,362336.92,3816659.558
002594.SZ,20250804,104.0,105.14,102.57,104.88,105.8,-0.92,-0.8696,412936.94,4293903.59
002594.SZ,20250805,104.88,105.21,103.78,104.86,104.88,-0.02,-0.0191,338349.86,3539636.64
002594.SZ,20250806,104.86,105.0,103.9,104.35,104.86,-0.51,-0.4864,305619.6,3184784.993
002594.SZ,20250807,104.27,106.43,104.16,105.33,104.35,0.98,0.9391,428762.98,4526612.773
002594.SZ,20250808,105.0,105.03,103.91,103.93,105.33,-1.4,-1.3292,326614.61,3405317.252
002594.SZ,20250811,103.88,105.66,103.23,105.52,103.93,1.59,1.5299,356697.9,3741329.572
002594.SZ,20250812,105.4,106.43,104.7,105.67,105.52,0.15,0.1422,312195.04,3302639.096
002594.SZ,20250813,106.29,107.65,105.84,106.83,105.67,1.16,1.0978,459830.14,4908744.877
002594.SZ,20250814,107.37,107.5,105.79,106.37,106.83,-0.46,-0.4306,419547.93,4478119.017
002594.SZ,20250815,105.85,106.64,105.32,106.07,106.37,-0.3,-0.282,361353.46,3831047.052
002594.SZ,20250818,105.66,109.49,105.66,108.37,106.07,2.3,2.1684,619251.73,6680761.816
002594.SZ,20250819,108.67,108.92,107.18,107.63,108.37,-0.74,-0.6828,389735.19,4205349.329
002594.SZ,20250820,107.18,108.26,106.01,108.25,107.63,0.62,0.576,385053.45,4130459.252
002594.SZ,20250821,107.8,108.83,107.0,107.1,108.25,-1.15,-1.0624,449463.78,4843670.255
002594.SZ,20250822,107.11,110.97,107.11,110.66,107.1,3.56,3.324,763120.05,8351469.726
002594.SZ,20250825,111.31,112.49,110.31,111.61,110.66,0.95,0.8585,611627.58,6803182.883
002594.SZ,20250826,111.75,114.69,110.71,113.75,111.61,2.14,1.9174,692915.85,7850511.029
002594.SZ,20250827,113.96,114.06,110.66,110.68,113.75,-3.07,-2.6989,689746.93,7761766.931
002594.SZ,20250828,109.39,110.19,107.11,109.32,110.68,-1.36,-1.2288,762521.99,8278465.956
002594.SZ,20250829,108.88,116.59,108.12,114.06,109.32,4.74,4.3359,1144901.94,12973326.091
002594.SZ,20250901,108.5,111.48,108.5,109.7,114.06,-4.36,-3.8225,1329867.38,14546890.247
002594.SZ,20250902,108.79,111.1,108.6,110.02,109.7,0.32,0.2917,773224.1,8495472.755
002594.SZ,20250903,110.5,110.73,107.01,107.21,110.02,-2.81,-2.5541,735223.27,7975948.716
002594.SZ,20250904,106.59,107.09,103.71,104.0,107.21,-3.21,-2.9941,815740.74,8588835.881
002594.SZ,20250905,103.86,107.5,103.11,107.26,104.0,3.26,3.1346,787523.85,8307907.948
002594.SZ,20250908,106.15,107.13,105.51,106.25,107.26,-1.01,-0.9416,555923.45,5910440.232
002594.SZ,20250909,106.0,107.2,105.27,105.49,106.25,-0.76,-0.7153,381636.22,4049249.507
002594.SZ,20250910,105.52,106.45,105.02,105.2,105.49,-0.29,-0.2749,322368.95,3401353.898
002594.SZ,20250911,105.25,106.6,104.89,106.59,105.2,1.39,1.3213,537781.49,5683446.689
002594.SZ,20250912,106.6,107.58,105.9,105.91,106.59,-0.68,-0.638,455910.18,4859782.579
002594.SZ,20250915,106.0,110.85,106.0,108.7,105.91,2.79,2.6343,974804.07,10620465.041
002594.SZ,20250916,109.0,109.0,107.22,107.8,108.7,-0.9,-0.828,533160.21,5753437.964
002594.SZ,20250917,108.2,112.0,108.2,110.99,107.8,3.19,2.9592,981239.71,10827682.692
002594.SZ,20250918,110.99,112.8,108.56,109.71,110.99,-1.28,-1.1533,934013.8,10362193.293
002594.SZ,20250919,109.8,110.8,109.0,109.09,109.71,-0.62,-0.5651,472977.48,5188176.204
002594.SZ,20250922,108.87,108.91,107.15,107.99,109.09,-1.1,-1.0083,491559.23,5293961.578
002594.SZ,20250923,107.45,107.69,104.64,105.6,107.99,-2.39,-2.2132,650962.62,6888232.046
002594.SZ,20250924,105.0,105.83,104.0,105.71,105.6,0.11,0.1042,548162.27,5758922.305
002594.SZ,20250925,105.34,108.8,104.87,107.5,105.71,1.79,1.6933,693482.04,7421942.405
002594.SZ,20250926,107.45,111.23,107.0,107.29,107.5,-0.21,-0.1953,756612.07,8250492.997
002594.SZ,20250929,107.0,109.14,106.39,108.61,107.29,1.32,1.2303,613983.68,6621874.267
002594.SZ,20250930,108.19,109.98,107.76,109.21,108.61,0.6,0.5524,567755.5,6200518.75
002594.SZ,20251009,108.67,112.48,108.07,110.6,109.21,1.39,1.2728,1008721.97,11196004.667
002594.SZ,20251010,110.55,110.55,107.58,107.79,110.6,-2.81,-2.5407,590102.53,6420415.513
002594.SZ,20251013,105.0,105.98,104.1,105.69,107.79,-2.1,-1.9482,744429.8,7841774.365
002594.SZ,20251014,106.68,109.36,105.62,105.99,105.69,0.3,0.2838,767786.27,8244228.529
002594.SZ,20251015,106.45,107.51,105.5,107.1,105.99,1.11,1.0473,475791.33,5063179.652
002594.SZ,20251016,107.0,109.3,106.51,106.96,107.1,-0.14,-0.1307,523096.38,5628738.804
002594.SZ,20251017,106.6,106.63,104.26,104.43,106.96,-2.53,-2.3654,625724.94,6576614.911
002594.SZ,20251020,105.22,105.63,104.08,104.52,104.43,0.09,0.0862,355614.52,3721699.722
002594.SZ,20251021,104.69,105.07,104.24,104.76,104.52,0.24,0.2296,299074.19,3133789.475
002594.SZ,20251022,104.1,104.32,103.37,103.78,104.76,-0.98,-0.9355,357874.19,3715302.136
002594.SZ,20251023,103.3,103.73,102.0,103.69,103.78,-0.09,-0.0867,378603.42,3889661.811
002594.SZ,20251024,103.98,104.37,103.61,103.76,103.69,0.07,0.0675,305542.68,3173964.302
002594.SZ,20251027,104.0,104.97,103.88,104.01,103.76,0.25,0.2409,345987.84,3607756.848
002594.SZ,20251028,104.02,104.32,103.5,103.72,104.01,-0.29,-0.2788,265415.83,2755526.047
002594.SZ,20251029,103.73,105.18,103.0,104.52,103.72,0.8,0.7713,397340.4,4128608.369
002594.SZ,20251030,104.0,104.86,103.5,103.61,104.52,-0.91,-0.8706,358989.45,3733925.603
002594.SZ,20251031,101.0,101.32,100.0,100.79,103.61,-2.82,-2.7217,637052.59,6418551.106
002594.SZ,20251103,100.79,100.99,98.5,99.6,100.79,-1.19,-1.1807,551670.21,5472679.665
002594.SZ,20251104,99.0,99.54,97.71,97.8,99.6,-1.8,-1.8072,435017.04,4274197.474
002594.SZ,20251105,96.66,96.66,94.73,95.8,97.8,-2.0,-2.045,587215.1,5617215.879
002594.SZ,20251106,95.58,97.75,95.4,97.52,95.8,1.72,1.7954,402003.67,3897723.836
002594.SZ,20251107,97.0,98.15,96.83,97.2,97.52,-0.32,-0.3281,322560.73,3145817.991
002594.SZ,20251110,97.35,100.35,97.35,99.39,97.2,2.19,2.2531,554876.9,5513238.813
002594.SZ,20251111,99.5,99.78,98.14,98.71,99.39,-0.68,-0.6842,319857.88,3161124.11
002594.SZ,20251112,98.8,98.99,97.54,97.77,98.71,-0.94,-0.9523,260643.35,2555847.684
002594.SZ,20251113,97.01,100.5,97.01,99.83,97.77,2.06,2.107,579990.22,5759429.264
002594.SZ,20251114,99.0,100.5,98.33,98.37,99.83,-1.46,-1.4625,342984.66,3396134.916
002594.SZ,20251117,97.8,98.59,97.25,98.08,98.37,-0.29,-0.2948,207247.59,2029207.779
002594.SZ,20251118,97.54,97.85,96.02,96.49,98.08,-1.59,-1.6211,304756.45,2949162.765
002594.SZ,20251119,96.4,96.66,95.01,95.17,96.49,-1.32,-1.368,348292.35,3327809.284
002594.SZ,20251120,95.17,95.5,93.5,93.61,95.17,-1.56,-1.6392,391810.87,3692348.085
002594.SZ,20251121,92.49,94.39,91.7,92.7,93.61,-0.91,-0.9721,451713.13,4182916.493
002594.SZ,20251124,93.1,94.41,92.2,93.93,92.7,1.23,1.3269,327302.13,3064736.739
002594.SZ,20251125,94.0,95.38,93.7,93.91,93.93,-0.02,-0.0213,277488.87,2620855.758
002594.SZ,20251126,94.75,95.44,94.45,95.09,93.91,1.18,1.2565,306576.97,2914626.393
002594.SZ,20251127,94.6,95.16,94.22,94.29,95.09,-0.8,-0.8413,202279.96,1915349.541
002594.SZ,20251128,94.6,95.23,94.2,95.17,94.29,0.88,0.9333,219350.62,2080615.71
002594.SZ,20251201,95.39,96.3,95.14,95.77,95.17,0.6,0.6305,233712.72,2237016.414
002594.SZ,20251202,96.42,97.8,96.25,96.62,95.77,0.85,0.8875,359217.46,3483571.735
002594.SZ,20251203,96.64,96.65,94.89,95.05,96.62,-1.57,-1.6249,231572.84,2207429.346
002594.SZ,20251204,94.92,95.29,94.2,95.24,95.05,0.19,0.1999,166141.64,1576759.405
002594.SZ,20251205,95.29,96.22,94.71,95.98,95.24,0.74,0.777,211618.47,2021250.209
002594.SZ,20251208,96.21,97.15,96.21,96.53,95.98,0.55,0.573,247804.98,2397261.754
002594.SZ,20251209,96.21,96.66,95.7,96.03,96.53,-0.5,-0.518,163227.02,1568057.388
002594.SZ,20251210,95.6,96.65,94.9,96.47,96.03,0.44,0.4582,198402.24,1902988.18
002594.SZ,20251211,96.98,97.12,95.85,96.23,96.47,-0.24,-0.2488,250907.67,2422448.208
002594.SZ,20251212,96.2,97.7,95.65,97.0,96.23,0.77,0.8002,554620.88,5390456.375
002594.SZ,20251215,96.55,97.16,95.53,95.53,97.0,-1.47,-1.5155,293300.99,2824248.327
002594.SZ,20251216,95.5,95.7,94.14,94.25,95.53,-1.28,-1.3399,258767.71,2450336.536
002594.SZ,20251217,94.5,95.7,93.68,95.21,94.25,0.96,1.0186,272825.0,2584139.145
002594.SZ,20251218,94.39,94.6,93.5,93.53,95.21,-1.68,-1.7645,252797.34,2376126.962
002594.SZ,20251219,94.0,95.27,93.73,94.23,93.53,0.7,0.7484,272067.94,2573037.718
002594.SZ,20251222,94.7,95.36,94.25,94.37,94.23,0.14,0.1486,206234.82,1952361.858
002594.SZ,20251223,94.5,95.5,94.5,94.81,94.37,0.44,0.4662,236617.41,2247679.864
002594.SZ,20251224,94.8,94.8,94.05,94.42,94.81,-0.39,-0.4113,192809.95,1819358.259
002594.SZ,20251225,94.43,95.23,94.12,94.84,94.42,0.42,0.4448,182201.63,1725723.851
002594.SZ,20251226,95.28,101.45,95.25,100.01,94.84,5.17,5.4513,1020958.95,10178557.962
002594.SZ,20251229,100.5,101.3,99.6,100.21,100.01,0.2,0.2,519166.96,5209488.142
002594.SZ,20251230,99.26,100.15,98.74,99.75,100.21,-0.46,-0.459,318756.38,3174697.986
002594.SZ,20251231,99.98,100.2,97.38,97.72,99.75,-2.03,-2.0351,402858.87,3955310.311
002594.SZ,20260105,98.4,99.48,97.9,98.11,97.72,0.39,0.3991,382625.21,3762797.878
002594.SZ,20260106,98.22,100.5,98.12,99.99,98.11,1.88,1.9162,521784.86,5185026.166
002594.SZ,20260107,99.96,99.96,97.06,97.6,99.99,-2.39,-2.3902,560848.81,5502570.731
002594.SZ,20260108,97.2,97.2,96.33,96.88,97.6,-0.72,-0.7377,300654.75,2908439.429
002594.SZ,20260109,97.05,97.95,96.9,97.01,96.88,0.13,0.1342,350340.58,3412630.185
002594.SZ,20260112,97.01,98.0,96.3,97.47,97.01,0.46,0.4742,425257.19,4125432.529
002594.SZ,20260113,99.0,99.6,96.88,97.19,97.47,-0.28,-0.2873,498722.72,4905229.942
002594.SZ,20260114,96.81,97.74,95.51,96.1,97.19,-1.09,-1.1215,514749.73,4975154.616
002594.SZ,20260115,96.08,96.64,95.6,95.67,96.1,-0.43,-0.4475,295635.46,2835803.09
002594.SZ,20260116,96.7,97.44,95.6,95.86,95.67,0.19,0.1986,384588.02,3705328.916
002594.SZ,20260119,96.81,97.3,95.77,96.19,95.86,0.33,0.3443,334927.15,3227653.862
002594.SZ,20260120,96.22,96.26,94.68,94.74,96.19,-1.45,-1.5074,389149.47,3699337.566
002594.SZ,20260121,94.01,94.94,94.0,94.1,94.74,-0.64,-0.6755,308333.93,2910327.666
002594.SZ,20260122,94.72,95.13,93.89,94.12,94.1,0.02,0.0213,291014.25,2741536.605
002594.SZ,20260123,94.24,94.36,93.51,93.65,94.12,-0.47,-0.4994,383302.72,3598066.421
002594.SZ,20260126,93.65,93.66,92.5,92.63,93.65,-1.02,-1.0892,375459.61,3485372.554
002594.SZ,20260127,92.67,92.99,91.8,91.81,92.63,-0.82,-0.8852,362980.92,3340756.01
002594.SZ,20260128,91.8,93.5,90.01,93.34,91.81,1.53,1.6665,715566.18,6553150.013
002594.SZ,20260129,92.66,92.92,91.61,92.31,93.34,-1.03,-1.1035,371824.81,3423462.525
002594.SZ,20260130,92.27,92.27,90.7,90.89,92.31,-1.42,-1.5383,329175.6,3001871.204
002594.SZ,20260202,88.0,89.09,86.97,87.05,90.89,-3.84,-4.2249,646973.85,5676850.727
002594.SZ,20260203,87.2,87.4,85.88,87.37,87.05,0.32,0.3676,377826.85,3275997.179
002594.SZ,20260204,86.99,89.33,86.45,89.14,87.37,1.77,2.0259,376504.71,3322530.225
002594.SZ,20260205,88.5,91.23,88.33,90.11,89.14,0.97,1.0882,354240.31,3184480.193
002594.SZ,20260206,89.39,90.66,89.0,89.82,90.11,-0.29,-0.3218,247087.79,2217096.985
